Unit,Family,PLID,Quarter,Month,Quantity,Date
TOASTBU,QSFP100,QSFP-100G-AOC3M,Q4 FY2007,JUN FY2007,505,2019-01-06
TOASTBU,QSFP100,QSFP-100G-AOC3M,Q4 FY2007,MAY FY2007,215,2019-01-05
TOASTBU,QSFP100,QSFP-100G-CWDM4-S,Q4 FY2007,JUL FY2007,3560,2019-01-07
TOASTBU,QSFP100,QSFP-100G-CWDM4-S,Q4 FY2007,JUN FY2007,949,2019-01-06
TOASTBU,QSFP100,QSFP-100G-CWDM4-S,Q4 FY2007,MAY FY2007,2336,2019-01-05
TOASTBU,QSFP100,QSFP-100G-ER4L-S,Q4 FY2007,JUL FY2007,459,2019-01-07
TOASTBU,QSFP100,QSFP-100G-ER4L-S,Q4 FY2007,JUN FY2007,387,2019-01-06
TOASTBU,QSFP100,QSFP-100G-ER4L-S,Q4 FY2007,MAY FY2007,619,2019-01-05
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q4 FY2007,JUL FY2007,5954,2019-01-07
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q4 FY2007,JUN FY2007,8326,2019-01-06
TOASTBU,QSFP100,QSFP-100G-LR4-S,Q4 FY2007,MAY FY2007,2765,2019-01-05
TOASTBU,QSFP100,QSFP-100G-SM-SR,Q4 FY2007,JUL FY2007,8456,2019-01-07
TOASTBU,QSFP100,QSFP-100G-SM-SR,Q4 FY2007,JUN FY2007,15101,2019-01-06
TOASTBU,QSFP100,QSFP-100G-SM-SR,Q4 FY2007,MAY FY2007,4919,2019-01-05
TOASTBU,SFP10G,SFP-10G-LR,Q4 FY2007,JUL FY2007,43360,2019-01-07
TOASTBU,SFP10G,SFP-10G-LR,Q4 FY2007,JUN FY2007,30953,2019-01-06
TOASTBU,SFP10G,SFP-10G-LR,Q4 FY2007,MAY FY2007,26097,2019-01-05
TOASTBU,SFP10G,SFP-10G-LR-S,Q4 FY2007,JUL FY2007,61164,2019-01-07
TOASTBU,SFP10G,SFP-10G-LR-S,Q4 FY2007,JUN FY2007,32237,2019-01-06
TOASTBU,SFP10G,SFP-10G-LR-S,Q4 FY2007,MAY FY2007,26422,2019-01-05
TOASTBU,SEP25G,SFP-10/25G-CSR-S,Q4 FY2007,JUL FY2007,5961,2019-01-07
TOASTBU,SEP25G,SFP-10/25G-CSR-S,Q4 FY2007,JUN FY2007,1554,2019-01-06
TOASTBU,SEP25G,SFP-10/25G-CSR-S,Q4 FY2007,MAY FY2007,1708,2019-01-05
TOASTBU,SEP25G,SFP-25G-SR-S,Q4 FY2007,JUL FY2007,13578,2019-01-07
TOASTBU,SEP25G,SFP-25G-SR-S,Q4 FY2007,JUN FY2007,12449,2019-01-06
TOASTBU,SEP25G,SFP-25G-SR-S,Q4 FY2007,MAY FY2007,5928,2019-01-05
TOASTBU,SFPGE,GLC-TE,Q4 FY2007,JUL FY2007,137105,2019-01-07
TOASTBU,SFPGE,GLC-TE,Q4 FY2007,JUN FY2007,73331,2019-01-06
TOASTBU,SFPGE,GLC-TE,Q4 FY2007,MAY FY2007,74424,2019-01-05
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q4 FY2007,JUL FY2007,4419,2019-01-07
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q4 FY2007,JUN FY2007,5510,2019-01-06
UOPBLRBU,C3560CX,WS-C3560CX-12PC-S,Q4 FY2007,MAY FY2007,2662,2019-01-05
UOPBLRBU,C3650,WS-C3650-48FQM,Q4 FY2007,JUL FY2007,372,2019-01-07
UOPBLRBU,C3650,WS-C3650-48FQM,Q4 FY2007,JUN FY2007,343,2019-01-06
UOPBLRBU,C3650,WS-C3650-48FQM,Q4 FY2007,MAY FY2007,209,2019-01-05
UOPBLRBU,C9200,C9200-24T-E,Q4 FY2007,JUL FY2007,718,2019-01-07
UOPBLRBU,C9200,C9200-24T-E,Q4 FY2007,JUN FY2007,586,2019-01-06
UOPBLRBU,C9200,C9200-24T-E,Q4 FY2007,MAY FY2007,288,2019-01-05
UOPBLRBU,C9200,C9200-48P-A,Q4 FY2007,JUL FY2007,4542,2019-01-07
UOPBLRBU,C9200,C9200-48P-A,Q4 FY2007,JUN FY2007,638,2019-01-06
UOPBLRBU,C9200,C9200-48P-A,Q4 FY2007,MAY FY2007,1251,2019-01-05
UOPBLRBU,C9200,C9200-48P-E,Q4 FY2007,JUL FY2007,15379,2019-01-07
UOPBLRBU,C9200,C9200-48P-E,Q4 FY2007,JUN FY2007,3537,2019-01-06
UOPBLRBU,C9200,C9200-48P-E,Q4 FY2007,MAY FY2007,3156,2019-01-05
UOPBLRBU,C9200,C9200-48T-E,Q4 FY2007,JUL FY2007,1009,2019-01-07
UOPBLRBU,C9200,C9200-48T-E,Q4 FY2007,JUN FY2007,803,2019-01-06
UOPBLRBU,C9200,C9200-48T-E,Q4 FY2007,MAY FY2007,363,2019-01-05
UOPBLRBU,C9200L,C9200L-24P-4G-E,Q4 FY2007,JUL FY2007,6280,2019-01-07
UOPBLRBU,C9200L,C9200L-24P-4G-E,Q4 FY2007,JUN FY2007,4521,2019-01-06
UOPBLRBU,C9200L,C9200L-24P-4G-E,Q4 FY2007,MAY FY2007,3906,2019-01-05
UOPBLRBU,C9200L,C9200L-24P-4X-E,Q4 FY2007,JUL FY2007,3958,2019-01-07
UOPBLRBU,C9200L,C9200L-24P-4X-E,Q4 FY2007,JUN FY2007,1640,2019-01-06
UOPBLRBU,C9200L,C9200L-24P-4X-E,Q4 FY2007,MAY FY2007,780,2019-01-05
UOPBLRBU,C9200L,C9200L-24T-4G-E,Q4 FY2007,JUL FY2007,3204,2019-01-07
UOPBLRBU,C9200L,C9200L-24T-4G-E,Q4 FY2007,JUN FY2007,1481,2019-01-06
UOPBLRBU,C9200L,C9200L-24T-4G-E,Q4 FY2007,MAY FY2007,1011,2019-01-05
UOPBLRBU,C9200L,C9200L-24T-4X-E,Q4 FY2007,JUL FY2007,1067,2019-01-07
UOPBLRBU,C9200L,C9200L-24T-4X-E,Q4 FY2007,JUN FY2007,653,2019-01-06
UOPBLRBU,C9200L,C9200L-24T-4X-E,Q4 FY2007,MAY FY2007,280,2019-01-05
UOPBLRBU,C9200L,C9200L-48P-4G-E,Q4 FY2007,JUL FY2007,6547,2019-01-07
UOPBLRBU,C9200L,C9200L-48P-4G-E,Q4 FY2007,JUN FY2007,2897,2019-01-06
UOPBLRBU,C9200L,C9200L-48P-4G-E,Q4 FY2007,MAY FY2007,3194,2019-01-05
UOPBLRBU,C9200L,C9200L-48P-4X-E,Q4 FY2007,JUL FY2007,7499,2019-01-07
UOPBLRBU,C9200L,C9200L-48P-4X-E,Q4 FY2007,JUN FY2007,4931,2019-01-06
UOPBLRBU,C9200L,C9200L-48P-4X-E,Q4 FY2007,MAY FY2007,3516,2019-01-05
UOPBLRBU,C9300,C9300-24P,Q4 FY2007,JUL FY2007,10613,2019-01-07
UOPBLRBU,C9300,C9300-24P,Q4 FY2007,JUN FY2007,5171,2019-01-06
UOPBLRBU,C9300,C9300-24P,Q4 FY2007,MAY FY2007,4102,2019-01-05
UOPBLRBU,C9300,C9300-24T,Q4 FY2007,JUL FY2007,6259,2019-01-07
UOPBLRBU,C9300,C9300-24T,Q4 FY2007,JUN FY2007,3116,2019-01-06
UOPBLRBU,C9300,C9300-24T,Q4 FY2007,MAY FY2007,3085,2019-01-05
UOPBLRBU,C9300,C9300-24UX,Q4 FY2007,JUL FY2007,4007,2019-01-07
UOPBLRBU,C9300,C9300-24UX,Q4 FY2007,JUN FY2007,935,2019-01-06
UOPBLRBU,C9300,C9300-24UX,Q4 FY2007,MAY FY2007,1764,2019-01-05
UOPBLRBU,C9300,C9300-48P,Q4 FY2007,JUL FY2007,28991,2019-01-07
UOPBLRBU,C9300,C9300-48P,Q4 FY2007,JUN FY2007,10871,2019-01-06
UOPBLRBU,C9300,C9300-48P,Q4 FY2007,MAY FY2007,11476,2019-01-05
UOPBLRBU,C9300,C9300-48T,Q4 FY2007,JUL FY2007,5753,2019-01-07
UOPBLRBU,C9300,C9300-48T,Q4 FY2007,JUN FY2007,3567,2019-01-06
UOPBLRBU,C9300,C9300-48T,Q4 FY2007,MAY FY2007,2071,2019-01-05
UOPBLRBU,C9300,C9300-48UN,Q4 FY2007,JUL FY2007,4588,2019-01-07
UOPBLRBU,C9300,C9300-48UN,Q4 FY2007,JUN FY2007,1976,2019-01-06
UOPBLRBU,C9300,C9300-48UN,Q4 FY2007,MAY FY2007,852,2019-01-05
UOPBLRBU,C9300,C9300-48UXM,Q4 FY2007,JUL FY2007,8961,2019-01-07
UOPBLRBU,C9300,C9300-48UXM,Q4 FY2007,JUN FY2007,3916,2019-01-06
UOPBLRBU,C9300,C9300-48UXM,Q4 FY2007,MAY FY2007,4139,2019-01-05
UOPBLRBU,C9300,C9300-NM-8X,Q4 FY2007,JUL FY2007,57727,2019-01-07
UOPBLRBU,C9300,C9300-NM-8X,Q4 FY2007,JUN FY2007,21473,2019-01-06
UOPBLRBU,C9300,C9300-NM-8X,Q4 FY2007,MAY FY2007,20750,2019-01-05
UOPBLRBU,C9300L,C9300L-24T-4X-A,Q4 FY2007,JUL FY2007,21,2019-01-07
UOPBLRBU,C9300L,C9300L-24T-4X-A,Q4 FY2007,JUN FY2007,0,2019-01-06
UOPBLRBU,C9300L,C9300L-48P-4G-E,Q4 FY2007,JUL FY2007,364,2019-01-07
UOPBLRBU,C9300L,C9300L-48P-4G-E,Q4 FY2007,JUN FY2007,11,2019-01-06
UOPBLRBU,C9300L,C9300L-48P-4G-E,Q4 FY2007,MAY FY2007,1,2019-01-05
UOPBLRBU,C9300L,C9300L-48P-4X-A,Q4 FY2007,JUL FY2007,104,2019-01-07
UOPBLRBU,C9300L,C9300L-48P-4X-A,Q4 FY2007,JUN FY2007,126,2019-01-06
UOPBLRBU,C9300L,C9300L-48P-4X-E,Q4 FY2007,JUL FY2007,510,2019-01-07
UOPBLRBU,C9300L,C9300L-48P-4X-E,Q4 FY2007,JUN FY2007,19,2019-01-06
UOPBLRBU,C9300L,C9300L-48P-4X-E,Q4 FY2007,MAY FY2007,1,2019-01-05
UOPBLRBU,C9400,C9400-LC-48U,Q4 FY2007,JUL FY2007,12012,2019-01-07
UOPBLRBU,C9400,C9400-LC-48U,Q4 FY2007,JUN FY2007,5356,2019-01-06
UOPBLRBU,C9400,C9400-LC-48U,Q4 FY2007,MAY FY2007,3198,2019-01-05
UOPBLRBU,C9400,C9400-LC-48UX,Q4 FY2007,JUL FY2007,4601,2019-01-07
UOPBLRBU,C9400,C9400-LC-48UX,Q4 FY2007,JUN FY2007,1644,2019-01-06
UOPBLRBU,C9400,C9400-LC-48UX,Q4 FY2007,MAY FY2007,1192,2019-01-05
UOPBLRBU,C9400,C9400-PWR-3200AC,Q4 FY2007,JUL FY2007,19627,2019-01-07
UOPBLRBU,C9400,C9400-PWR-3200AC,Q4 FY2007,JUN FY2007,7119,2019-01-06
UOPBLRBU,C9400,C9400-PWR-3200AC,Q4 FY2007,MAY FY2007,4942,2019-01-05
UOPBLRBU,C9400,C9400-SUP-1,Q4 FY2007,JUL FY2007,4391,2019-01-07
UOPBLRBU,C9400,C9400-SUP-1,Q4 FY2007,JUN FY2007,1587,2019-01-06
UOPBLRBU,C9400,C9400-SUP-1,Q4 FY2007,MAY FY2007,1195,2019-01-05
UOPBLRBU,C9400,C9400-SUP-1XL,Q4 FY2007,JUL FY2007,2798,2019-01-07
UOPBLRBU,C9400,C9400-SUP-1XL,Q4 FY2007,JUN FY2007,1234,2019-01-06
UOPBLRBU,C9400,C9400-SUP-1XL,Q4 FY2007,MAY FY2007,903,2019-01-05
UOPBLRBU,C9400,C9400-SUP-1XL-Y,Q4 FY2007,JUL FY2007,1309,2019-01-07
UOPBLRBU,C9400,C9400-SUP-1XL-Y,Q4 FY2007,JUN FY2007,240,2019-01-06
UOPBLRBU,C9400,C9400-SUP-1XL-Y,Q4 FY2007,MAY FY2007,75,2019-01-05
UOPBLRBU,C9400,C9407R-96U-BNDL-E,Q4 FY2007,JUL FY2007,473,2019-01-07
UOPBLRBU,C9400,C9407R-96U-BNDL-E,Q4 FY2007,JUN FY2007,252,2019-01-06
UOPBLRBU,C9400,C9407R-96U-BNDL-E,Q4 FY2007,MAY FY2007,141,2019-01-05
UOPBLRBU,C9400,C9410R-96U-BNDL-A,Q4 FY2007,JUL FY2007,1489,2019-01-07
UOPBLRBU,C9400,C9410R-96U-BNDL-A,Q4 FY2007,JUN FY2007,376,2019-01-06
UOPBLRBU,C9400,C9410R-96U-BNDL-A,Q4 FY2007,MAY FY2007,361,2019-01-05
UCEBU,PHON3PC,CP-8841-3PCC-K9,Q4 FY2007,JUL FY2007,19755,2019-01-07
UCEBU,PHON3PC,CP-8841-3PCC-K9,Q4 FY2007,JUN FY2007,1972,2019-01-06
UCEBU,PHON3PC,CP-8841-3PCC-K9,Q4 FY2007,MAY FY2007,2278,2019-01-05
UCEBU,PHON3PC,CP-8865-3PCC-K9,Q4 FY2007,JUL FY2007,175,2019-01-07
UCEBU,PHON3PC,CP-8865-3PCC-K9,Q4 FY2007,JUN FY2007,362,2019-01-06
UCEBU,PHON3PC,CP-8865-3PCC-K9,Q4 FY2007,MAY FY2007,138,2019-01-05
UCEBU,PHONVID,CP-8845-K9,Q4 FY2007,JUL FY2007,24952,2019-01-07
UCEBU,PHONVID,CP-8845-K9,Q4 FY2007,JUN FY2007,14340,2019-01-06
UCEBU,PHONVID,CP-8845-K9,Q4 FY2007,MAY FY2007,21362,2019-01-05
UCEBU,PHONVID,CP-8865-K9,Q4 FY2007,JUL FY2007,11895,2019-01-07
UCEBU,PHONVID,CP-8865-K9,Q4 FY2007,JUN FY2007,4729,2019-01-06
UCEBU,PHONVID,CP-8865-K9,Q4 FY2007,MAY FY2007,6244,2019-01-05
UCEBU,PHONVOC,CP-7821-K9,Q4 FY2007,JUL FY2007,129521,2019-01-07
UCEBU,PHONVOC,CP-7821-K9,Q4 FY2007,JUN FY2007,66949,2019-01-06
UCEBU,PHONVOC,CP-7821-K9,Q4 FY2007,MAY FY2007,55949,2019-01-05
UCEBU,PHONVOC,CP-7841-K9,Q4 FY2007,JUL FY2007,165202,2019-01-07
UCEBU,PHONVOC,CP-7841-K9,Q4 FY2007,JUN FY2007,76909,2019-01-06
UCEBU,PHONVOC,CP-7841-K9,Q4 FY2007,MAY FY2007,72362,2019-01-05
UCEBU,PHONVOC,CP-8811-K9,Q4 FY2007,JUL FY2007,64245,2019-01-07
UCEBU,PHONVOC,CP-8811-K9,Q4 FY2007,JUN FY2007,21311,2019-01-06
UCEBU,PHONVOC,CP-8811-K9,Q4 FY2007,MAY FY2007,35810,2019-01-05
UCEBU,PHONVOC,CP-8841-K9,Q4 FY2007,JUL FY2007,89463,2019-01-07
UCEBU,PHONVOC,CP-8841-K9,Q4 FY2007,JUN FY2007,52595,2019-01-06
UCEBU,PHONVOC,CP-8841-K9,Q4 FY2007,MAY FY2007,44946,2019-01-05
UCEBU,PHONVOC,CP-8851-K9,Q4 FY2007,JUL FY2007,148541,2019-01-07
UCEBU,PHONVOC,CP-8851-K9,Q4 FY2007,JUN FY2007,40518,2019-01-06
UCEBU,PHONVOC,CP-8851-K9,Q4 FY2007,MAY FY2007,45524,2019-01-05
UCEBU,PHONVOC,CP-8861-K9,Q4 FY2007,JUL FY2007,19920,2019-01-07
UCEBU,PHONVOC,CP-8861-K9,Q4 FY2007,JUN FY2007,54764,2019-01-06
UCEBU,PHONVOC,CP-8861-K9,Q4 FY2007,MAY FY2007,12627,2019-01-05
UCEBU,WPHONE,CP-8821-K9-BUN,Q4 FY2007,JUL FY2007,12983,2019-01-07
UCEBU,WPHONE,CP-8821-K9-BUN,Q4 FY2007,JUN FY2007,9934,2019-01-06
UCEBU,WPHONE,CP-8821-K9-BUN,Q4 FY2007,MAY FY2007,6821,2019-01-05
RTOBU,C9115AX,C9115AXE-B,Q4 FY2007,JUL FY2007,1556,2019-01-07
RTOBU,C9115AX,C9115AXE-B,Q4 FY2007,JUN FY2007,165,2019-01-06
RTOBU,C9115AX,C9115AXE-B,Q4 FY2007,MAY FY2007,126,2019-01-05
RTOBU,C9115AX,C9115AXI-B,Q4 FY2007,JUL FY2007,15328,2019-01-07
RTOBU,C9115AX,C9115AXI-B,Q4 FY2007,JUN FY2007,4880,2019-01-06
RTOBU,C9115AX,C9115AXI-B,Q4 FY2007,MAY FY2007,2133,2019-01-05
RTOBU,C9120AX,C9120AXI-B,Q4 FY2007,JUL FY2007,39159,2019-01-07
RTOBU,C9120AX,C9120AXI-B,Q4 FY2007,JUN FY2007,7831,2019-01-06
RTOBU,C9120AX,C9120AXI-B,Q4 FY2007,MAY FY2007,244,2019-01-05
RTOBU,C980040,C9800-40-K9,Q4 FY2007,JUL FY2007,605,2019-01-07
RTOBU,C980040,C9800-40-K9,Q4 FY2007,JUN FY2007,185,2019-01-06
RTOBU,C980040,C9800-40-K9,Q4 FY2007,MAY FY2007,299,2019-01-05
CSWBU,CBR8,CBR-D121-DS-MOD,Q4 FY2002,JUL FY2002,1590,2017-01-07
CSWBU,CBR8,CBR-D121-DS-MOD,Q4 FY2002,JUN FY2002,2467,2017-01-06
CSWBU,CBR8,CBR-D121-DS-MOD,Q4 FY2002,MAY FY2002,845,2017-01-05
CSWBU,CBR8,CBR-D31-US-MOD,Q4 FY2002,JUL FY2002,804,2017-01-07
CSWBU,CBR8,CBR-D31-US-MOD,Q4 FY2002,JUN FY2002,1263,2017-01-06
CSWBU,CBR8,CBR-D31-US-MOD,Q4 FY2002,MAY FY2002,419,2017-01-05
CRBU,NCS5500,NC55-36X100G-A-SE,Q4 FY2002,JUL FY2002,3,2017-01-07
CRBU,NCS5500,NCS-5501-SE,Q4 FY2002,JUL FY2002,273,2017-01-07
CRBU,NCS5500,NCS-5501-SE,Q4 FY2002,JUN FY2002,53,2017-01-06
CRBU,NCS5500,NCS-5501-SE,Q4 FY2002,MAY FY2002,33,2017-01-05
CRBU,NCS5500,NCS-5508,Q4 FY2002,JUL FY2002,61,2017-01-07
CRBU,NCS5500,NCS-5508,Q4 FY2002,JUN FY2002,89,2017-01-06
CRBU,NCS5500,NCS-5508,Q4 FY2002,MAY FY2002,28,2017-01-05
CRBU,NCS6000,NC6-20X100GE-M-C,Q4 FY2002,JUL FY2002,24,2017-01-07
CRBU,NCS6000,NC6-20X100GE-M-C,Q4 FY2002,JUN FY2002,8,2017-01-06
CRBU,NCS6000,NC6-20X100GE-M-C,Q4 FY2002,MAY FY2002,2,2017-01-05
CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2002,JUL FY2002,154,2017-01-07
CSA,UCSB,UCSB-B200-M5,Q4 FY2002,JUL FY2002,1582,2017-01-07
CSA,UCSB,UCSB-B200-M5,Q4 FY2002,JUN FY2002,73,2017-01-06
CSA,UCSC,UCSC-C220-M5SX,Q4 FY2002,JUL FY2002,376,2017-01-07
CSA,UCSC,UCSC-C220-M5SX,Q4 FY2002,JUN FY2002,8,2017-01-06
CSA,UCSC,UCSC-C240-M5SX,Q4 FY2002,JUL FY2002,316,2017-01-07
CSA,UCSC,UCSC-C240-M5SX,Q4 FY2002,JUN FY2002,8,2017-01-06
CSA,UCSMEM,UCS-MR-X32G2RS-H=,Q4 FY2002,JUL FY2002,244,2017-01-07
CSA,UCSMEM,UCS-MR-X64G4RS-H=,Q4 FY2002,JUL FY2002,0,2017-01-07
CSA,UCSSSD,UCS-M2-240GB,Q4 FY2002,JUL FY2002,475,2017-01-07
CVEBU,CTSQS,CS-CODEC-PLUS+,Q4 FY2002,JUL FY2002,836,2017-01-07
CVEBU,CTSQS,CS-CODEC-PLUS+,Q4 FY2002,JUN FY2002,387,2017-01-06
CVEBU,CTSQS,CS-CODEC-PLUS+,Q4 FY2002,MAY FY2002,184,2017-01-05
CVEBU,CTSQS,CS-KIT-K9,Q4 FY2002,JUL FY2002,1748,2017-01-07
CVEBU,CTSQS,CS-KIT-K9,Q4 FY2002,JUN FY2002,571,2017-01-06
CVEBU,CTSQS,CS-KIT-K9,Q4 FY2002,MAY FY2002,233,2017-01-05
CVEBU,CTSQS,CS-QUADCAM+,Q4 FY2002,JUL FY2002,866,2017-01-07
CVEBU,CTSQS,CS-QUADCAM+,Q4 FY2002,JUN FY2002,392,2017-01-06
CVEBU,CTSQS,CS-QUADCAM+,Q4 FY2002,MAY FY2002,184,2017-01-05
CVEBU,CTSQS,CTS-CAM-P60+,Q4 FY2002,JUL FY2002,3081,2017-01-07
CVEBU,CTSQS,CTS-CAM-P60+,Q4 FY2002,JUN FY2002,1733,2017-01-06
CVEBU,CTSQS,CTS-CAM-P60+,Q4 FY2002,MAY FY2002,1245,2017-01-05
EBBU,C9500,C9500-40X,Q4 FY2002,JUL FY2002,162,2017-01-07
ECBU,MDS9000,DS-SFP-FC32G-SW,Q4 FY2002,JUL FY2002,370,2017-01-07
ECBU,MDS9000,DS-SFP-FC32G-SW,Q4 FY2002,JUN FY2002,7289,2017-01-06
ECBU,MDS9000,DS-SFP-FC32G-SW,Q4 FY2002,MAY FY2002,1906,2017-01-05
ECBU,MDS9000,DS-X9648-1536K9,Q4 FY2002,JUL FY2002,138,2017-01-07
ECBU,MDS9000,DS-X9648-1536K9,Q4 FY2002,JUN FY2002,535,2017-01-06
ECBU,MDS9000,DS-X9648-1536K9,Q4 FY2002,MAY FY2002,62,2017-01-05
ERBU,A9K9KFM,A9K-RSP880-SE,Q4 FY2002,JUL FY2002,239,2017-01-07
ERBU,A9K9KFM,A9K-RSP880-SE,Q4 FY2002,JUN FY2002,515,2017-01-06
ERBU,A9K9KFM,A9K-RSP880-SE,Q4 FY2002,MAY FY2002,316,2017-01-05
ERBU,A9K9KFM,A9K-RSP880-TR,Q4 FY2002,JUL FY2002,678,2017-01-07
ERBU,A9K9KFM,A9K-RSP880-TR,Q4 FY2002,JUN FY2002,167,2017-01-06
ERBU,A9K9KFM,A9K-RSP880-TR,Q4 FY2002,MAY FY2002,38,2017-01-05
ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2002,JUL FY2002,110,2017-01-07
ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2002,JUN FY2002,38,2017-01-06
ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2002,MAY FY2002,62,2017-01-05
ERBU,A9K9000,A9K-24X10GE-1G-TR,Q4 FY2002,JUL FY2002,40,2017-01-07
ERBU,A9K9000,A9K-24X10GE-1G-TR,Q4 FY2002,JUN FY2002,8,2017-01-06
ERBU,A9K9000,A9K-24X10GE-1G-TR,Q4 FY2002,MAY FY2002,16,2017-01-05
QKBU,N9300,N9K-C9348GC-FXP,Q4 FY2002,JUL FY2002,62,2017-01-07
QKBU,N9300,N9K-C9364C,Q4 FY2002,JUL FY2002,68,2017-01-07
QKBU,N9300,N9K-C93108TC-FX,Q4 FY2002,JUL FY2002,831,2017-01-07
QKBU,N9300,N9K-C93108TC-FX,Q4 FY2002,JUN FY2002,16,2017-01-06
QKBU,N9300,N9K-C93108TC-FX,Q4 FY2002,MAY FY2002,35,2017-01-05
QKBU,N9500,N9K-C9508,Q4 FY2002,JUL FY2002,390,2017-01-07
QKBU,N9500,N9K-C9508,Q4 FY2002,JUN FY2002,243,2017-01-06
QKBU,N9500,N9K-C9508,Q4 FY2002,MAY FY2002,230,2017-01-05
QKBU,N9500,N9K-C9508-FM-E2,Q4 FY2002,JUL FY2002,1,2017-01-07
QKBU,N9500,N9K-X9736C-FX,Q4 FY2002,JUL FY2002,72,2017-01-07
QKBU,N9500,N9K-X97160YC-EX,Q4 FY2002,JUL FY2002,299,2017-01-07
QKBU,N9500,N9K-X97160YC-EX,Q4 FY2002,JUN FY2002,244,2017-01-06
QKBU,N9500,N9K-X97160YC-EX,Q4 FY2002,MAY FY2002,148,2017-01-05
IOTBU,IE4000,IE-4000-8T4G-E,Q4 FY2002,JUL FY2002,194,2017-01-07
IOTBU,IE4000,IE-4000-8T4G-E,Q4 FY2002,JUN FY2002,73,2017-01-06
IOTBU,IE4000,IE-4000-8T4G-E,Q4 FY2002,MAY FY2002,37,2017-01-05
IOTBU,IE4000,IE-4010-16S12P,Q4 FY2002,JUL FY2002,202,2017-01-07
IOTBU,IE4000,IE-4010-16S12P,Q4 FY2002,JUN FY2002,67,2017-01-06
IOTBU,IE4000,IE-4010-16S12P,Q4 FY2002,MAY FY2002,76,2017-01-05
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q4 FY2002,JUL FY2002,147,2017-01-07
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q4 FY2002,JUN FY2002,424,2017-01-06
OTBU,15454W,NCS2K-16-AD-CCOFS=,Q4 FY2002,MAY FY2002,15,2017-01-05
OTBU,15454W,NCS2K-400G-XP=,Q4 FY2002,JUL FY2002,281,2017-01-07
OTBU,15454W,NCS2K-400G-XP=,Q4 FY2002,JUN FY2002,56,2017-01-06
OTBU,15454W,NCS2K-400G-XP=,Q4 FY2002,MAY FY2002,12,2017-01-05
OTBU,15454W,NCS2015-SA-DC,Q4 FY2002,JUL FY2002,114,2017-01-07
OTBU,15454W,NCS2015-SA-DC,Q4 FY2002,JUN FY2002,259,2017-01-06
OTBU,15454W,NCS2015-SA-DC,Q4 FY2002,MAY FY2002,38,2017-01-05
OTBU,NCS1000,NCS1001-K9,Q4 FY2002,JUL FY2002,33,2017-01-07
OTBU,NCS1000,NCS1001-K9,Q4 FY2002,JUN FY2002,4,2017-01-06
OTBU,NCS1000,NCS1001-K9,Q4 FY2002,MAY FY2002,7,2017-01-05
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2002,JUL FY2002,810,2017-01-07
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2002,JUN FY2002,1730,2017-01-06
OTBU,ONS,ONS-CFP2-WDM=,Q4 FY2002,MAY FY2002,397,2017-01-05
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2002,JUL FY2002,158,2017-01-07
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2002,JUN FY2002,38,2017-01-06
BATBU,A9K920,A9K-920-4SZ-D,Q4 FY2002,MAY FY2002,13,2017-01-05
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2002,JUL FY2002,870,2017-01-07
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2002,JUN FY2002,501,2017-01-06
BATBU,A9K920,A9K-920-12CZ-A,Q4 FY2002,MAY FY2002,349,2017-01-05
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2002,JUL FY2002,397,2017-01-07
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2002,JUN FY2002,266,2017-01-06
BATBU,A9K920,A9K-920-12SZ-IM,Q4 FY2002,MAY FY2002,252,2017-01-05
BATBU,NCS4200,NCS4202-SA,Q4 FY2002,JUL FY2002,6,2017-01-07
BATBU,NCS4200,NCS4202-SA,Q4 FY2002,JUN FY2002,4,2017-01-06
SRSBU,4300ISR,ISR4321/K9,Q4 FY2002,JUL FY2002,15103,2017-01-07
SRSBU,4300ISR,ISR4321/K9,Q4 FY2002,JUN FY2002,6240,2017-01-06
SRSBU,4300ISR,ISR4321/K9,Q4 FY2002,MAY FY2002,6835,2017-01-05
SRSBU,4300ISR,ISR4331/K9,Q4 FY2002,JUL FY2002,24058,2017-01-07
SRSBU,4300ISR,ISR4331/K9,Q4 FY2002,JUN FY2002,8802,2017-01-06
SRSBU,4300ISR,ISR4331/K9,Q4 FY2002,MAY FY2002,7351,2017-01-05
SRSBU,4300ISR,ISR4351/K9,Q4 FY2002,JUL FY2002,2949,2017-01-07
SRSBU,4300ISR,ISR4351/K9,Q4 FY2002,JUN FY2002,1525,2017-01-06
